place_id,name,name_my,category,category_my,house_number,house_number_my,full_address,full_address_my,township,township_my,district,district_my,sub_region,sub_region_my,postal_code,lat,lon,phone,rating,review_count,website,city,embed_text
294,Beauty Forest,ဗြူးတီးဖောရက်,Beauty Salon,အလှပြင်နှင့် အပ်ချုပ်ဆိုင်,290,290,"290 Than Thu Mar Road, Supaing Ward, Thingangyun, Yangon","၂၉၀, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.819572,96.199932,,4.4,292,,Yangon,"Name: Beauty Forest (ဗြူးတီးဖောရက်). Category: Beauty Salon. House Number: 290. Address: ၂၉၀, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1467,Beauty Queen,ဗြူးတီးကွီး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825181,96.196893,,4.7,211,,Yangon,Name: Beauty Queen (ဗြူးတီးကွီး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1468,Beautyful Girl,ဗျူးတီးဖွတ်လ်ဂားလ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82519,96.208714,,4.8,214,,Yangon,Name: Beautyful Girl (ဗျူးတီးဖွတ်လ်ဂားလ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
762,"Best Battery Co., Ltd.",ဘတ်စ်ဘထရီ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.822324,96.181802,,4.2,496,,Yangon,"Name: Best Battery Co., Ltd. (ဘတ်စ်ဘထရီ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East"
672,Best Friends Forever,ဘက်ဖရန့်ဖော်အဲဗားလ်,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829286,96.186775,,4.2,226,,Yangon,Name: Best Friends Forever (ဘက်ဖရန့်ဖော်အဲဗားလ်). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
593,Best One Mobile,Best One Mobile,Shop,အထွေထွေအမျိုးအစား,,,"Bo Kan Nyunt Ward (TGGN), Thingangyun","Bo Kan Nyunt Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8294,96.191,,4.3,589,,Yangon,"Name: Best One Mobile. Category: Shop. Address: Bo Kan Nyunt Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
331,Bigther,ဗစ်တာ,Tank Shop,အထွေထွေအမျိုးအစား,163,163,"163 Than Thu Mar Road, Ward-24 Thuwunna, Thingangyun, Yangon","၁၆၃, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.816538,96.195149,,4.1,403,,Yangon,"Name: Bigther (ဗစ်တာ). Category: Tank Shop. House Number: 163. Address: ၁၆၃, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
130,Bingo,ဘင်ဂို,Restaurant (BBQ),စားသောက်ဆိုင်,48,48,"48 Than Thu Mar Road, Kyi Pwar Yae Ward, Thingangyun, Yangon","၄၈, သံသုမာလမ်း, ကြီးပွားရေးရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.838172,96.207345,,4,400,,Yangon,"Name: Bingo (ဘင်ဂို). Category: Restaurant (BBQ). House Number: 48. Address: ၄၈, သံသုမာလမ်း, ကြီးပွားရေးရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1403,Black Hole,ဘလက်ဟိုး(လ်),Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829394,96.207618,,4.3,19,,Yangon,Name: Black Hole (ဘလက်ဟိုး(လ်)). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1246,Blessing,ဘလက်စင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841555,96.201237,,4.6,148,,Yangon,Name: Blessing (ဘလက်စင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
430,Blue Ocean,Blue Ocean,Restaurant,စားသောက်ဆိုင်,,,"Nga Moe Yeik Ward (TGGN), Thingangyun","Nga Moe Yeik Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8395,96.2017,,4,100,,Yangon,"Name: Blue Ocean. Category: Restaurant. Address: Nga Moe Yeik Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
260,Blue Ocean,ဗလူးအိုးရှင်း,Restaurant (Sea Food),စားသောက်ဆိုင်,899,899,"899 Lay Daung Kan Road, Nga Moe Yeik Ward, Thingangyun, Yangon","၈၉၉, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.839555,96.201668,,4,190,,Yangon,"Name: Blue Ocean (ဗလူးအိုးရှင်း). Category: Restaurant (Sea Food). House Number: 899. Address: ၈၉၉, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
698,Blue Ocean,ဘလူးအိုးရှင်း,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.839565,96.201669,,4.8,304,,Yangon,Name: Blue Ocean (ဘလူးအိုးရှင်း). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
431,Bo Gyoke Village,Bo Gyoke Village,Residence,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,"Kamar Kyi Rd.,Yangon Thit Ward (TGGN),Thingangyun","Kamar Kyi Rd.,Yangon Thit Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8193,96.2162,,4.1,103,,Yangon,"Name: Bo Gyoke Village. Category: Residence. Address: Kamar Kyi Rd.,Yangon Thit Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
57,Bo San,ဘိုဆန်း,Printing Shop,အထွေထွေအမျိုးအစား,26,26,"26 Than Thu Mar Road, Bawa Myint Ward, Thingangyun, Yangon","၂၆, သံသုမာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.845453,96.201222,,4.7,181,,Yangon,"Name: Bo San (ဘိုဆန်း). Category: Printing Shop. House Number: 26. Address: ၂၆, သံသုမာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
295,Body Fit GYM,ဘော်ဒီဖစ်,Gym,ပန်းခြံနှင့် အားကစား,5,5,"5 Than Thu Mar Road, Supaing Ward, Thingangyun, Yangon","၅, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.818393,96.197827,,4.5,295,,Yangon,"Name: Body Fit GYM (ဘော်ဒီဖစ်). Category: Gym. House Number: 5. Address: ၅, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1469,Boma,ဘိုမ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828524,96.198537,,4.9,217,,Yangon,Name: Boma (ဘိုမ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1374,Boss Choice Computer,ဘော့စ်ချွိုက်ကွန်ပျူတာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.830724,96.207869,,4.4,532,,Yangon,Name: Boss Choice Computer (ဘော့စ်ချွိုက်ကွန်ပျူတာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1309,Bottoms Up,ဘော်တွန်အပ်ပ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82866,96.18797,,4.9,337,,Yangon,Name: Bottoms Up (ဘော်တွန်အပ်ပ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1537,Bright Colour,ဘရိုက်ကာလာ,School,ကျောင်းနှင့် တက္ကသိုလ်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.831164,96.182068,,4.7,421,,Yangon,Name: Bright Colour (ဘရိုက်ကာလာ). Category: School. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1318,Bright Star (3),ဘရိုက်စတား(၃),Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842203,96.202334,,4.8,364,,Yangon,Name: Bright Star (3) (ဘရိုက်စတား(၃)). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1913,Brilliant Stars,ဘီလိယန်စတား အင်တာနေရှင်နယ် ကျောင်း,School,ကျောင်းနှင့် တက္ကသိုလ်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840035,96.202755,,4.3,349,,Yangon,Name: Brilliant Stars (ဘီလိယန်စတား အင်တာနေရှင်နယ် ကျောင်း). Category: School. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1404,Brother,ဘရားသား,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829051,96.201179,,4.4,22,,Yangon,Name: Brother (ဘရားသား). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
432,Butar Market,Butar Market,Market,စျေးနှင့် ကုန်စုံဆိုင်,,,"Kha Ward (TGGN), Thingangyun","Kha Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8288,96.1974,,4.2,106,,Yangon,"Name: Butar Market. Category: Market. Address: Kha Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1365,C & C Laundry Service,စီအန်စီလောင်ဒရီဆားဗစ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.843314,96.201925,,4.5,505,,Yangon,Name: C & C Laundry Service (စီအန်စီလောင်ဒရီဆားဗစ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1783,C & N,စီအန်အမ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829887,96.200746,,4.3,559,,Yangon,Name: C & N (စီအန်အမ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1835,CB ATM,စီဘီ အေတီအမ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.833486,96.187547,,4.5,115,,Yangon,Name: CB ATM (စီဘီ အေတီအမ်). Category: Bank. Address: Thingangyun. Township: Thingangyun. District: Yangon East
998,CB Bank,စီဘီဘဏ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832279,96.198691,,4.8,604,,Yangon,Name: CB Bank (စီဘီဘဏ်). Category: Bank. Address: Thingangyun. Township: Thingangyun. District: Yangon East
997,CB Bank,စီဘီဘဏ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825589,96.208822,,4.7,601,,Yangon,Name: CB Bank (စီဘီဘဏ်). Category: Bank. Address: Thingangyun. Township: Thingangyun. District: Yangon East
84,CB Bank,စီဘီဘဏ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,G9,*sD9,"G9 Lay Daung Kan Road, (Sa Kha) Ward, Thingangyun, Yangon","ဂျီ၉, လေးထောင့်ကန်လမ်း, (ဆ^ခ)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.83646,96.198379,,4.4,262,,Yangon,"Name: CB Bank (စီဘီဘဏ်). Category: Bank. House Number: G9. Address: ဂျီ၉, လေးထောင့်ကန်လမ်း, (ဆ^ခ)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
433,CB Bank (Thingangyun),CB Bank (Thingangyun),Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"Lay Daunkan Ward (TGGN), Thingangyun","Lay Daunkan Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8364,96.1988,,4.3,109,,Yangon,"Name: CB Bank (Thingangyun). Category: Bank. Address: Lay Daunkan Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
434,CB Bank Thingangkuun (Wai Za Yan Tar Road) Branch,CB Bank Thingangkuun (Wai Za Yan Tar Road) Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No.(9/A),Corner of Wai Za Yan Tar Road and Aung Thapyay Road,Za (South) Ward (TGGN),Thingangyun","No.(9/A),Corner of Wai Za Yan Tar Road and Aung Thapyay Road,Za (South) Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8228,96.1818,,4.4,112,,Yangon,"Name: CB Bank Thingangkuun (Wai Za Yan Tar Road) Branch. Category: Bank. Address: No.(9/A),Corner of Wai Za Yan Tar Road and Aung Thapyay Road,Za (South) Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
435,CB Bank Thuwunna Branch,CB Bank Thuwunna Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No.(4/6),Thanthumar Street,Ward 24 Thuwunna (TGGN),Thingangyun","No.(4/6),Thanthumar Street,Ward 24 Thuwunna (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8155,96.1924,,4.5,115,,Yangon,"Name: CB Bank Thuwunna Branch. Category: Bank. Address: No.(4/6),Thanthumar Street,Ward 24 Thuwunna (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
1633,CC Mart,စီစီမတ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.833286,96.184866,,4.3,109,,Yangon,Name: CC Mart (စီစီမတ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
2005,COSY,စီအိုအက်(စ်)ဝိုင်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842556,96.197599,,4.5,25,,Yangon,Name: COSY (စီအိုအက်(စ်)ဝိုင်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
660,CROWN,သရဖူ,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844777,96.202006,,4,190,,Yangon,Name: CROWN (သရဖူ). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
332,Central,စန်ထရယ်,Fashion (General),ဖက်ရှင်စတိုး,1-Oct,43475,"1/10 Than Thu Mar Road, Ward-24 Thuwunna, Thingangyun, Yangon","၄၃၄၇၅, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.817561,96.197256,,4.2,406,,Yangon,"Name: Central (စန်ထရယ်). Category: Fashion (General). House Number: 1-Oct. Address: ၄၃၄၇၅, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
839,Central Vision,စင်ထရယ် ဗားရှင်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.824062,96.207166,,4.9,127,,Yangon,Name: Central Vision (စင်ထရယ် ဗားရှင်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
375,Ceragem,ခရီဂန်,Medical Centre,ဆေးရုံနှင့် ဆေးခန်း,T 7,wD7,"T 7 Than Thu Mar Road, Ward-29 Thuwunna, Thingangyun, Yangon","တီ၇, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.825237,96.206891,,4.5,535,,Yangon,"Name: Ceragem (ခရီဂန်). Category: Medical Centre. House Number: T 7. Address: တီ၇, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
89,Cest Bon,ကပ်စ်ဘွန်း,Restaurant (Hot Pot),စားသောက်ဆိုင်,8,8,"8 Yadanar Road, Bawa Myint Ward, Thingangyun, Yangon","၈, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841251,96.196089,,4.9,277,,Yangon,"Name: Cest Bon (ကပ်စ်ဘွန်း). Category: Restaurant (Hot Pot). House Number: 8. Address: ၈, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1396,Chal Chal,ခြယ်ခြယ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.843061,96.200744,,4.6,598,,Yangon,Name: Chal Chal (ခြယ်ခြယ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
376,Chal Ye Mon,ချယ်ရီမွန်,Car Accessories Shop,အထွေထွေအမျိုးအစား,1-Sep,1^9,"1/9 Than Thu Mar Road, Ward-29 Thuwunna, Thingangyun, Yangon","၁^၉, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.821362,96.203309,,4.6,538,,Yangon,"Name: Chal Ye Mon (ချယ်ရီမွန်). Category: Car Accessories Shop. House Number: 1-Sep. Address: ၁^၉, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1146,Champion,ချန်ပီယံ,School,ကျောင်းနှင့် တက္ကသိုလ်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.821332,96.197531,,4.6,448,,Yangon,Name: Champion (ချန်ပီယံ). Category: School. Address: Thingangyun. Township: Thingangyun. District: Yangon East
436,Chan Aye Yeik Thar Monastery,Chan Aye Yeik Thar Monastery,Monastery,ဘာသာရေးနေရာ,,,"Nga/Ka Ward (TGGN), Thingangyun","Nga/Ka Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8329,96.2076,,4.6,118,,Yangon,"Name: Chan Aye Yeik Thar Monastery. Category: Monastery. Address: Nga/Ka Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
971,Chan Myae,ချမ်းမြေ့,Pharmacy,ဆေးဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832856,96.204082,,4.1,523,,Yangon,Name: Chan Myae (ချမ်းမြေ့). Category: Pharmacy. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1547,Chan Myae,ချမ်းမြေ့,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.830701,96.182363,,4.7,451,,Yangon,Name: Chan Myae (ချမ်းမြေ့). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1280,Chan Nyein,ချမ်းငြိမ်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841706,96.201116,,4,250,,Yangon,Name: Chan Nyein (ချမ်းငြိမ်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1548,Chan Thar,ချမ်းသာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.831505,96.182019,,4.8,454,,Yangon,Name: Chan Thar (ချမ်းသာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
33,Chan Thar Myaing,ချမ်းသာမြိုင်,Clinic,ဆေးရုံနှင့် ဆေးခန်း,388,388,"388 Ngamoeyeik 6th Street, Nga Moe Yeik Ward, Thingangyun, Yangon","၃၈၈, ငမိုးရိပ်၆လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.843405,96.20283,,4.3,109,,Yangon,"Name: Chan Thar Myaing (ချမ်းသာမြိုင်). Category: Clinic. House Number: 388. Address: ၃၈၈, ငမိုးရိပ်၆လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1074,Chan Thar San,ချမ်းသာစံ,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840493,96.200752,,4.4,232,,Yangon,Name: Chan Thar San (ချမ်းသာစံ). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
897,Chaw Shwe Sin,ချောရွှေစင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.843803,96.202405,,4.7,301,,Yangon,Name: Chaw Shwe Sin (ချောရွှေစင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
41,Chaw Shwe Sin,ချောရွှေစင်,Beauty Salon,အလှပြင်နှင့် အပ်ချုပ်ဆိုင်,309,309,"309 Ngamoeyeik 7th Street, Nga Moe Yeik Ward, Thingangyun, Yangon","၃၀၉, ငမိုးရိပ်၇လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.843721,96.202594,,4.1,133,,Yangon,"Name: Chaw Shwe Sin (ချောရွှေစင်). Category: Beauty Salon. House Number: 309. Address: ၃၀၉, ငမိုးရိပ်၇လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
594,Chaw Su Photo Studio,Chaw Su Photo Studio,Shop,အထွေထွေအမျိုးအစား,,,"Sa Ka Ward (TGGN), Thingangyun","Sa Ka Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8323,96.1945,,4.4,592,,Yangon,"Name: Chaw Su Photo Studio. Category: Shop. Address: Sa Ka Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1794,Cherry Moe,ချယ်ရီမိုး,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842194,96.200777,,4.4,592,,Yangon,Name: Cherry Moe (ချယ်ရီမိုး). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
