place_id,name,name_my,category,category_my,house_number,house_number_my,full_address,full_address_my,township,township_my,district,district_my,sub_region,sub_region_my,postal_code,lat,lon,phone,rating,review_count,website,city,embed_text
159,Chin Mai,ချင်းမိုင်,Restaurant (Burmese),စားသောက်ဆိုင်,54,54,"54 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၅၄, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.835868,96.198564,,4.9,487,,Yangon,"Name: Chin Mai (ချင်းမိုင်). Category: Restaurant (Burmese). House Number: 54. Address: ၅၄, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1944,Chinn Guu,ချင်းဂူ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.838908,96.192839,,4.4,442,,Yangon,Name: Chinn Guu (ချင်းဂူ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
21,Chit Paing Thitsar,ချစ်ပိုင်သစ္စာ,Travels & Tours,ခရီးသွားလုပ်ငန်း,A3/004,at3^004,"A3/004 Thu Mingalar Road, Kyaikasan West Ward, Thingangyun, Yangon","အေ၃^၀၀၄, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.835199,96.186888,,4.1,73,,Yangon,"Name: Chit Paing Thitsar (ချစ်ပိုင်သစ္စာ). Category: Travels & Tours. House Number: A3/004. Address: အေ၃^၀၀၄, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1984,Chit Paing Thitsar,ချစ်ပိုင် သစ္စာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835237,96.186868,,4.4,562,,Yangon,Name: Chit Paing Thitsar (ချစ်ပိုင် သစ္စာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
437,Chit Ta Ngal Chin,Chit Ta Ngal Chin,Cafe,ကဖေးနှင့် လက်ဖက်ရည်ဆိုင်,,,"Yangon Thit Ward (TGGN), Thingangyun","Yangon Thit Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829,96.208,,4.7,121,,Yangon,"Name: Chit Ta Ngal Chin. Category: Cafe. Address: Yangon Thit Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1797,Chit Thu Ngal Gyin,ချစ်သူငယ်ချင်း,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832201,96.201899,,4.7,601,,Yangon,Name: Chit Thu Ngal Gyin (ချစ်သူငယ်ချင်း). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1796,Chit Thu Ngal Gyin,ချစ်သူငယ်ချင်း,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828903,96.207544,,4.6,598,,Yangon,Name: Chit Thu Ngal Gyin (ချစ်သူငယ်ချင်း). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1795,Chit Thu Ngal Gyin,ချစ်သူငယ်ချင်း,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828864,96.204068,,4.5,595,,Yangon,Name: Chit Thu Ngal Gyin (ချစ်သူငယ်ချင်း). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1745,Cho Cho Htun,ချိုချိုထွန်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829078,96.201867,,4.5,445,,Yangon,Name: Cho Cho Htun (ချိုချိုထွန်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1966,Cho Mon Ko,ချိုမွန်ကို,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841006,96.195825,,4.6,508,,Yangon,Name: Cho Mon Ko (ချိုမွန်ကို). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1102,Choco Berry,ချိုကိုဘယ်ရီ,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841552,96.20128,,4.2,316,,Yangon,Name: Choco Berry (ချိုကိုဘယ်ရီ). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1319,Choice,ချွိုက်(စ်),Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.843847,96.20098,,4.9,367,,Yangon,Name: Choice (ချွိုက်(စ်)). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
811,Chu,ခြူး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.839735,96.201831,,4.1,43,,Yangon,Name: Chu (ခြူး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
160,Chuu,ခြူး,Rice Shop,အထွေထွေအမျိုးအစား,38,38,"38 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၃၈, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.839609,96.202338,,4,490,,Yangon,"Name: Chuu (ခြူး). Category: Rice Shop. House Number: 38. Address: ၃၈, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
595,City Express Convenience Store,City Express Convenience Store,Store,စျေးနှင့် ကုန်စုံဆိုင်,,,"Sa Ka Ward (TGGN), Thingangyun","Sa Ka Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8313,96.1935,,4.5,595,,Yangon,"Name: City Express Convenience Store. Category: Store. Address: Sa Ka Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1998,City Light,စီးတီးလိုက်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840697,96.195505,,4.8,604,,Yangon,Name: City Light (စီးတီးလိုက်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
86,City Light,စီးတီးလိုက်စ်,Electronic Shop,လျှပ်စစ်ပစ္စည်းဆိုင်,8,8,"8 Yadanar Road, (Sa Kha) Ward, Thingangyun, Yangon","၈, ရတနာလမ်း, (ဆ^ခ)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.840666,96.19549,,4.6,268,,Yangon,"Name: City Light (စီးတီးလိုက်စ်). Category: Electronic Shop. House Number: 8. Address: ၈, ရတနာလမ်း, (ဆ^ခ)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
438,City Mart (AKK Branch),City Mart (AKK Branch),Super Market & Shopping Mall,စျေးနှင့် ကုန်စုံဆိုင်,,,"G Flr, AKK Shopping Mall,Lay Daung Kan Rd.,","G Flr, AKK Shopping Mall,Lay Daung Kan Rd.,",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8293,96.1914,,4.8,124,,Yangon,"Name: City Mart (AKK Branch). Category: Super Market & Shopping Mall. Address: G Flr, AKK Shopping Mall,Lay Daung Kan Rd.,. Township: Thingangyun. District: Yangon East"
751,Classic,ကလပ်စစ်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.817512,96.196255,,4.1,463,,Yangon,Name: Classic (ကလပ်စစ်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East
849,Co Co Health,ကိုကိုဟဲသီး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.837463,96.199564,,4.9,157,,Yangon,Name: Co Co Health (ကိုကိုဟဲသီး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1193,Colourland Paints,ကာလာလန်းပိန့်စ်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82891,96.18171,,4.3,589,,Yangon,Name: Colourland Paints (ကာလာလန်းပိန့်စ်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East
575,Construction Central Trading School (Thingangyun ),ဆောက်လုပ်ရေးဗဟိုသင်တန်းကျောင်း,School,ကျောင်းနှင့် တက္ကသိုလ်,,,"Ward 29 Thuwunna (TGGN), Thingangyun","Ward 29 Thuwunna (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8174,96.212,,4.5,535,,Yangon,"Name: Construction Central Trading School (Thingangyun ) (ဆောက်လုပ်ရေးဗဟိုသင်တန်းကျောင်း). Category: School. Address: Ward 29 Thuwunna (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1281,Cool City,ကူး(လ်)စီးတီး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840938,96.201024,,4.1,253,,Yangon,Name: Cool City (ကူး(လ်)စီးတီး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1470,Cool Tone,ကိုး(လ်)တုန်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.834966,96.199892,,4,220,,Yangon,Name: Cool Tone (ကိုး(လ်)တုန်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
296,Cosine,ကိုဆိုင်း,CCTV Sale,အထွေထွေအမျိုးအစား,208,208,"208 Than Thu Mar Road, Supaing Ward, Thingangyun, Yangon","၂၀၈, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.817614,96.196355,,4.6,298,,Yangon,"Name: Cosine (ကိုဆိုင်း). Category: CCTV Sale. House Number: 208. Address: ၂၀၈, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
90,Cosy,ကိုစီ,Beauty Salon,အလှပြင်နှင့် အပ်ချုပ်ဆိုင်,1,1,"1 Yadanar Road, Bawa Myint Ward, Thingangyun, Yangon","၁, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.842599,96.197607,,4,280,,Yangon,"Name: Cosy (ကိုစီ). Category: Beauty Salon. House Number: 1. Address: ၁, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1370,Crime Pattern,ခရိုင်းပတ်တန်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82934,96.18338,,4,520,,Yangon,Name: Crime Pattern (ခရိုင်းပတ်တန်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1058,Crystal,ခရစ်စတဲလ်,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828613,96.207452,,4.8,184,,Yangon,Name: Crystal (ခရစ်စတဲလ်). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1604,Crystal,ခရစ်စတယ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.836353,96.18491,,4.4,22,,Yangon,Name: Crystal (ခရစ်စတယ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1471,Crystal,ခရစ်စတယ်လ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8292,96.18285,,4.1,223,,Yangon,Name: Crystal (ခရစ်စတယ်လ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
439,D Mart (3),D Mart (3),Store,စျေးနှင့် ကုန်စုံဆိုင်,,,"Supaing Ward (TGGN), Thingangyun","Supaing Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8178,96.197,,4.9,127,,Yangon,"Name: D Mart (3). Category: Store. Address: Supaing Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1282,DD,ဒီဒီ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825622,96.208712,,4.2,256,,Yangon,Name: DD (ဒီဒီ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
596,Daimond Stainless Steel,Daimond Stainless Steel,Shop,အထွေထွေအမျိုးအစား,,,"Sa Kha Ward (TGGN), Thingangyun","Sa Kha Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8354,96.1977,,4.6,598,,Yangon,"Name: Daimond Stainless Steel. Category: Shop. Address: Sa Kha Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
